Lime question,-----current variable name,variable,dummyVariable,variableType,method,target,databaseStart,variableStart,variableStartType,catValues,numValidCat,catLabel,catLabelLong,units,low,high,From,interval,catStartLabel,reference,variableStartShortLabel,variableStartLabel,Notes
,SelfPerceivedHealth_cat,GEN_01,GEN_01_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_01, cchs-82M0013-E-2003-c2-1-General File::GENC_01, cchs-82M0013-E-2005-c3-1-main-file::GENE_01, [GEN_01]",cat,1,5,Excellent,Excellent,N/A,1,1,1:1,,Excellent,,Self-perceived health,"In general, would you say your health is (excellent, very good, good, fair or poor)?",
,SelfPerceivedHealth_cat,GEN_01,GEN_01_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_01, cchs-82M0013-E-2003-c2-1-General File::GENC_01, cchs-82M0013-E-2005-c3-1-main-file::GENE_01, [GEN_01]",cat,2,5,Very good,Very good,N/A,2,2,2:2,,Very good,,Self-perceived health,"In general, would you say your health is (excellent, very good, good, fair or poor)?",
,SelfPerceivedHealth_cat,GEN_01,GEN_01_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_01, cchs-82M0013-E-2003-c2-1-General File::GENC_01, cchs-82M0013-E-2005-c3-1-main-file::GENE_01, [GEN_01]",cat,3,5,Good,Good,N/A,3,3,3:3,,Good ,,Self-perceived health,"In general, would you say your health is (excellent, very good, good, fair or poor)?",
,SelfPerceivedHealth_cat,GEN_01,GEN_01_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_01, cchs-82M0013-E-2003-c2-1-General File::GENC_01, cchs-82M0013-E-2005-c3-1-main-file::GENE_01, [GEN_01]",cat,4,5,Fair,Fair,N/A,4,4,4:4,,Fair ,,Self-perceived health,"In general, would you say your health is (excellent, very good, good, fair or poor)?",
,SelfPerceivedHealth_cat,GEN_01,GEN_01_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_01, cchs-82M0013-E-2003-c2-1-General File::GENC_01, cchs-82M0013-E-2005-c3-1-main-file::GENE_01, [GEN_01]",cat,5,5,Poor,Poor,N/A,5,5,5:5,,Poor,,Self-perceived health,"In general, would you say your health is (excellent, very good, good, fair or poor)?",
,SelfPerceivedHealth_cat,GEN_01,GEN_01_cat5_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_01, cchs-82M0013-E-2003-c2-1-General File::GENC_01, cchs-82M0013-E-2005-c3-1-main-file::GENE_01, [GEN_01]",cat,NA,5,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Self-perceived health,"In general, would you say your health is (excellent, very good, good, fair or poor)?",
,LifeSatisfaction_cat,GEN_02A,GEN_02A_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent","cchs-82M0013-E-2003-c2-1-General File::GENC_02A, cchs-82M0013-E-2005-c3-1-main-file::GENE_02A, [GEN_02A]",cat,1,5,Very satisfied,Very satisfied,N/A,1,1,1:1,,Very satisfied,,Satisfication with life,How satisfied are you with your life in general,
,LifeSatisfaction_cat,GEN_02A,GEN_02A_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent","cchs-82M0013-E-2003-c2-1-General File::GENC_02A, cchs-82M0013-E-2005-c3-1-main-file::GENE_02A, [GEN_02A]",cat,2,5,Satisfied,Satisfied,N/A,2,2,2:2,,Satisfied,,Satisfication with life,How satisfied are you with your life in general,
,LifeSatisfaction_cat,GEN_02A,GEN_02A_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent","cchs-82M0013-E-2003-c2-1-General File::GENC_02A, cchs-82M0013-E-2005-c3-1-main-file::GENE_02A, [GEN_02A]",cat,3,5,Neither satisfied or dissatisfied,Neither satisfied or dissatisfied,N/A,3,3,3:3,,Neither satisfied or dissatisfied,,Satisfication with life,How satisfied are you with your life in general,
,LifeSatisfaction_cat,GEN_02A,GEN_02A_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent","cchs-82M0013-E-2003-c2-1-General File::GENC_02A, cchs-82M0013-E-2005-c3-1-main-file::GENE_02A, [GEN_02A]",cat,4,5,Dissatisfied,Dissatisfied,N/A,4,4,4:4,,Dissatisfied,,Satisfication with life,How satisfied are you with your life in general,
,LifeSatisfaction_cat,GEN_02A,GEN_02A_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent","cchs-82M0013-E-2003-c2-1-General File::GENC_02A, cchs-82M0013-E-2005-c3-1-main-file::GENE_02A, [GEN_02A]",cat,5,5,Very dissatisfied,Very dissatisfied,N/A,5,5,5:5,,Very dissatisfied,,Satisfication with life,How satisfied are you with your life in general,
,LifeSatisfaction_cat,GEN_02A,GEN_02A_cat5_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent","cchs-82M0013-E-2003-c2-1-General File::GENC_02A, cchs-82M0013-E-2005-c3-1-main-file::GENE_02A, [GEN_02A]",cat,NA,5,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Satisfication with life,How satisfied are you with your life in general,
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,0,11,Very dissatisfied,Very dissatisfied,N/A,0,0,0:0,,Very dissatisfied,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,1,11,1,1,N/A,1,1,1:1,,1,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,2,11,2,2,N/A,2,2,2:2,,2,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,3,11,3,3,N/A,3,3,3:3,,3,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,4,11,4,4,N/A,4,4,4:4,,4,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,5,11,5,5,N/A,5,5,5:5,,5,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,6,11,6,6,N/A,6,6,6:6,,6,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,7,11,7,7,N/A,7,7,7:7,,7,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,8,11,8,8,N/A,8,8,8:8,,8,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,9,11,9,9,N/A,9,9,9:9,,9,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,10,11,Very satisfied,Very satisfied,N/A,10,10,10:10,,Very satisfied,,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,LifeSatisfaction_cont,GEN_02A2,N/A,cont,Map1_1,PoRT_limesurvey,"CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",[GEN_02A2],cont,NA,11,missing,missing,N/A,96,99,96:99,,not applicable (96); don't know (97); refusal (98); not stated (99),,Satisfaction with life in general,"Using a scale of 0 to 10, where 0 means ""very dissatisfied"" and 10 means ""Very satisfied"", how do you feel about life as a whole right now?",
,SelfPerceivedMH_cat,GEN_02B,GEN_02B_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::GENC_02B, cchs-82M0013-E-2005-c3-1-main-file::GENE_02B, [GEN_02B]",cat,1,5,Excellent,Excellent,N/A,1,1,1:1,,Excellent,,Self-perceived mental health,"In general, would you say your mental health is (excellent, very good, good, fair, poor)?",
,SelfPerceivedMH_cat,GEN_02B,GEN_02B_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::GENC_02B, cchs-82M0013-E-2005-c3-1-main-file::GENE_02B, [GEN_02B]",cat,2,5,Very good,Very good,N/A,2,2,2:2,,Very good,,Self-perceived mental health,"In general, would you say your mental health is (excellent, very good, good, fair, poor)?",
,SelfPerceivedMH_cat,GEN_02B,GEN_02B_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::GENC_02B, cchs-82M0013-E-2005-c3-1-main-file::GENE_02B, [GEN_02B]",cat,3,5,Good,Good,N/A,3,3,3:3,,Good,,Self-perceived mental health,"In general, would you say your mental health is (excellent, very good, good, fair, poor)?",
,SelfPerceivedMH_cat,GEN_02B,GEN_02B_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::GENC_02B, cchs-82M0013-E-2005-c3-1-main-file::GENE_02B, [GEN_02B]",cat,4,5,Fair,Fair,N/A,4,4,4:4,,Fair,,Self-perceived mental health,"In general, would you say your mental health is (excellent, very good, good, fair, poor)?",
,SelfPerceivedMH_cat,GEN_02B,GEN_02B_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::GENC_02B, cchs-82M0013-E-2005-c3-1-main-file::GENE_02B, [GEN_02B]",cat,5,5,Poor,Poor,N/A,5,5,5:5,,Poor,,Self-perceived mental health,"In general, would you say your mental health is (excellent, very good, good, fair, poor)?",
,SelfPerceivedMH_cat,GEN_02B,GEN_02B_cat5_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::GENC_02B, cchs-82M0013-E-2005-c3-1-main-file::GENE_02B, [GEN_02B]",cat,NA,5,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Self-perceived mental health,"In general, would you say your mental health is (excellent, very good, good, fair, poor)?",
,SelfPerceivedLifeStress_cat,GEN_07,GEN_07_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_07, cchs-82M0013-E-2003-c2-1-General File::GENC_07, cchs-82M0013-E-2005-c3-1-main-file::GENE_07, [GEN_07]",cat,1,5,Not at all,Not at all,N/A,1,1,1:1,,Not at all,,Self-perceived life stress,"Thinking about the amount of stress in your life, would you say that most days are (not at all stressful, not very stressful, a bit stressful, quite a bit stressful, extremely stressful)?",
,SelfPerceivedLifeStress_cat,GEN_07,GEN_07_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_07, cchs-82M0013-E-2003-c2-1-General File::GENC_07, cchs-82M0013-E-2005-c3-1-main-file::GENE_07, [GEN_07]",cat,2,5,Not very,Not very,N/A,2,2,2:2,,Not very,,Self-perceived life stress,"Thinking about the amount of stress in your life, would you say that most days are (not at all stressful, not very stressful, a bit stressful, quite a bit stressful, extremely stressful)?",
,SelfPerceivedLifeStress_cat,GEN_07,GEN_07_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_07, cchs-82M0013-E-2003-c2-1-General File::GENC_07, cchs-82M0013-E-2005-c3-1-main-file::GENE_07, [GEN_07]",cat,3,5,A bit,A bit,N/A,3,3,3:3,,A bit,,Self-perceived life stress,"Thinking about the amount of stress in your life, would you say that most days are (not at all stressful, not very stressful, a bit stressful, quite a bit stressful, extremely stressful)?",
,SelfPerceivedLifeStress_cat,GEN_07,GEN_07_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_07, cchs-82M0013-E-2003-c2-1-General File::GENC_07, cchs-82M0013-E-2005-c3-1-main-file::GENE_07, [GEN_07]",cat,4,5,Quite a bit,Quite a bit,N/A,4,4,4:4,,Quite a bit,,Self-perceived life stress,"Thinking about the amount of stress in your life, would you say that most days are (not at all stressful, not very stressful, a bit stressful, quite a bit stressful, extremely stressful)?",
,SelfPerceivedLifeStress_cat,GEN_07,GEN_07_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::GENA_07, cchs-82M0013-E-2003-c2-1-General File::GENC_07, cchs-82M0013-E-2005-c3-1-main-file::GENE_07, [GEN_07]",cat,5,5,Extremely,Extremely,N/A,5,5,5:5,,Extremely,,Self-perceived life stress,"Thinking about the amount of stress in your life, would you say that most days are (not at all stressful, not very stressful, a bit stressful, quite a bit stressful, extremely stressful)?",
